"SSIP","SSP","SDFP","SDFB","SFE","RFIP","CLASS"
7.0,1.6666666666666667,49580.40431635181,2082423.3797805894,31112.0,0.00021427729624907594,1
7.0,1.6666666666666667,41663.68203553764,1750234.8447770455,56486.0,0.00011802264854625602,1
7.0,1.6666666666666667,30837.438650615004,1295181.368769612,5598.666666666667,0.0011906888134785973,1
6.666666666666667,1.6666666666666667,4.825871372971969,807.2612955456109,1105.3333333333333,0.006029544769369913,0
7.0,1.6666666666666667,520.4285471637301,15682407.021047046,20328.333333333332,0.0003443413242383498,0
7.0,1.6666666666666667,2670.9333251820685,68168508.21635616,500144.3333333333,1.3995950504987224e-05,0
7.0,1.6666666666666667,6765.061130414651,171144024.29669484,627699.0,1.1151835963927527e-05,0
7.0,1.6666666666666667,29004.357394886298,1218189.2493095358,19551.333333333332,0.0003409768988151053,1
7.0,2.0,108105.85973476594,4540583.507138205,31112.0,0.00021427729624907594,1
6.666666666666667,2.0,4.643798575443862,771.8831370727689,673.0,0.009900990099009901,0
7.0,1.3333333333333333,53940.44798053304,2265577.593127373,60904.0,0.00010946128627957507,1
7.0,1.3333333333333333,2557.8891207619117,65042683.6033296,144370.66666666666,4.617732554783625e-05,0
7.0,2.0,580.5115309354046,17083740.256736416,5629.666666666667,0.0012433392539964476,0
7.0,1.6666666666666667,58603.541578432494,2461434.2202690435,60904.666666666664,0.00010946008811537093,1
6.666666666666667,1.6666666666666667,5.279000514426743,888.5509213460145,2529.6666666666665,0.002635046113306983,0
6.666666666666667,1.6666666666666667,215.69419221299734,6579995.75243846,13618.666666666666,0.0004895122010916122,0
7.0,1.6666666666666667,8365.788285418277,351367.0747425367,6516.333333333333,0.0010230179028132991,1
7.0,2.0,56282.78534819023,2363959.5211025397,60904.666666666664,0.00010946008811537093,1
7.0,1.6666666666666667,53741.20459839289,2257141.0752227088,5598.666666666667,0.0011906888134785973,1
7.0,1.6666666666666667,5951.106888626459,151477113.51644278,607658.3333333334,1.1519625052661144e-05,0
7.0,2.0,463.07921801874727,13375062.740224104,134444.66666666666,5.206590055412994e-05,0
6.666666666666667,1.3333333333333333,6.174739912151715,1050.3210045736394,3547.3333333333335,0.001879169407122052,0
7.0,1.6666666666666667,22004.919941718148,924222.6620033411,56486.0,0.00011802264854625602,1
6.666666666666667,1.6666666666666667,2.3374021005083065,368.5763130303867,921.6666666666666,0.0072306579898770785,0
6.333333333333333,2.0,5.174854088406568,847.1381205149904,847.3333333333334,0.007471490365709791,0
7.0,1.3333333333333333,7524.270345976617,316022.6724319592,19551.0,0.0003409827121764927,1
6.666666666666667,1.6666666666666667,5.149334817774691,908.411246167754,902.6666666666666,0.007382798080472499,0
7.0,1.6666666666666667,2343.689474046687,59795102.58875561,481967.3333333333,1.452379585629188e-05,0
6.666666666666667,1.3333333333333333,259.7925697571787,8075952.982694229,1463.3333333333333,0.004554771122751082,0
7.0,1.3333333333333333,60279.12990900646,2531811.3761797603,60905.0,0.00010945948904310515,1
7.0,1.3333333333333333,38160.96051680897,1602789.1789330137,52007.333333333336,0.00012818622895342354,1
7.0,1.6666666666666667,8374.310273987538,212623805.33807957,283474.3333333333,2.469356462188273e-05,0
7.0,1.6666666666666667,79776.82465447739,3350728.2849303233,31112.0,0.00021427729624907594,1
7.0,1.6666666666666667,4139.3381189733245,105976795.30720277,254458.0,2.7509415424922222e-05,0
7.0,1.3333333333333333,915.6907393478539,23208060.300346516,107162.66666666667,6.22105266432133e-05,0
6.666666666666667,1.6666666666666667,380.0739498358776,9089597.627257163,72743.66666666667,9.164558818138495e-05,0
6.666666666666667,1.6666666666666667,218.34289213600096,6814580.647093595,1659.6666666666667,0.004016064257028112,0
6.666666666666667,1.6666666666666667,4.344253276671958,729.3064131956446,2150.3333333333335,0.0030998140111593306,0
7.0,1.3333333333333333,68980.41679362363,2897199.558648582,77889.33333333333,8.559115672168752e-05,1
7.0,1.3333333333333333,254.52176297035896,7678196.41141011,4831.0,0.0013798813302056023,0
7.0,2.0,64661.29517672185,2715784.807412205,6518.333333333333,0.0010227040294538761,1
7.0,1.6666666666666667,50261.043785234586,2111423.3076575547,56486.0,0.00011802264854625602,1
6.666666666666667,1.6666666666666667,4.5423116227133065,751.7295694010055,2075.6666666666665,0.0032113037893384713,0
6.666666666666667,2.0,4.923793327262716,824.5941275471596,1812.6666666666667,0.0036771465342893914,0
6.666666666666667,1.6666666666666667,553.9105078122057,13109517.92951831,119448.0,5.5812136349049103e-05,0
6.666666666666667,1.3333333333333333,5.963499679277185,1011.624528296056,1830.3333333333333,0.003641660597232338,0
6.666666666666667,1.6666666666666667,5.6040303937123825,983.2078209801093,654.6666666666666,0.010178117048346057,0
7.0,1.6666666666666667,23709.811110059087,995817.9466129307,19551.333333333332,0.0003409768988151053,1
7.0,1.3333333333333333,34984.52951095006,1469357.3214015744,19912.333333333332,0.00033479527269074963,1
7.0,1.6666666666666667,35917.772311533285,1508837.9835814533,56486.0,0.00011802264854625602,1
7.0,1.3333333333333333,46749.50416349307,1963899.451280357,56486.0,0.00011802264854625602,1
7.0,1.6666666666666667,15563.56557588638,653674.8972432144,19551.333333333332,0.0003409768988151053,1
7.0,1.6666666666666667,51168.080038355234,2149068.041011941,16821.333333333332,0.0003963142772218369,1
7.0,1.6666666666666667,839.3000392112148,21430785.6603898,35745.333333333336,0.00019582793252328952,0
7.0,2.0,68557.17399372587,2879488.495699713,31112.0,0.00021427729624907594,1
7.0,1.6666666666666667,65666.3673438055,2758009.7972570295,77889.33333333333,8.559115672168752e-05,1
7.0,2.0,610.1523630953545,25630.46281196271,10774.666666666666,0.0006187161639597834,1
4.0,1.3333333333333333,5.15231601092111,824.0734470079483,296.0,0.013498312710911136,0
6.666666666666667,1.6666666666666667,331.1993834158613,10195889.702097544,3526.0,0.001890537858020607,0
7.0,1.6666666666666667,34280.303216235356,1440044.0114230118,56486.0,0.00011802264854625602,1
7.0,1.6666666666666667,76233.66360956249,3201978.203995166,116415.66666666667,5.7265897013010814e-05,1
7.0,1.3333333333333333,73647.81278200452,3093301.640589782,31112.0,0.00021427729624907594,1
6.666666666666667,1.6666666666666667,5.034414515473247,888.1221727900278,944.6666666666666,0.007054673721340388,0
6.666666666666667,1.6666666666666667,239.76710405286934,7196674.238640122,5731.666666666667,0.0011630611770179111,0
7.0,1.6666666666666667,53455.05965941931,2245606.441849183,56486.0,0.00011802264854625602,1
7.0,2.0,71620.52415376443,3008083.835653237,77889.33333333333,8.559115672168752e-05,1
7.0,2.0,27388.967718766216,1150344.0126794502,6518.333333333333,0.0010227040294538761,1
7.0,1.6666666666666667,46075.76704157586,1935244.2987205281,60309.0,0.00011054120976299965,1
7.0,1.6666666666666667,89882.78055795947,3775282.643757918,116416.0,5.726573304433227e-05,1
7.0,1.6666666666666667,27309.35432734973,1147001.2396193112,5598.666666666667,0.0011906888134785973,1
7.0,1.6666666666666667,7972.658982908296,203070897.67746204,281782.0,2.4841869670088143e-05,0
7.0,2.0,859.2613349887081,22773910.511821173,333952.0,2.09610752831991e-05,0
6.666666666666667,1.6666666666666667,5.080466777518933,849.4495252025182,1588.3333333333333,0.00419639110365086,0
6.666666666666667,1.6666666666666667,5.071089289582082,838.2973921063973,2317.0,0.0028768699654775605,0
6.666666666666667,2.0,222.3737008923143,6867054.062874364,2059.3333333333335,0.0032367697038355723,0
7.0,1.6666666666666667,15381.107289745758,646010.5478198343,14704.666666666666,0.00045336053496543126,1
7.0,1.3333333333333333,4278.428625276475,179697.87696953502,5596.666666666667,0.0011911142874158776,1
6.666666666666667,1.6666666666666667,5.383454552010681,910.579357973433,6363.333333333333,0.0010476140589806716,0
4.0,2.0,2.4929507422414474,363.31375845649666,225.0,0.01775147928994083,0
7.0,1.6666666666666667,35522.82493815218,1491976.6194971197,112631.0,5.9190160227763736e-05,1
7.0,1.6666666666666667,45212.92445655569,1899344.6874305361,56486.0,0.00011802264854625602,1
7.0,2.0,3199.094465917129,134363.86146060246,19510.0,0.00034169927047205756,1
7.0,1.3333333333333333,6720.905492994704,282281.85176650464,6511.0,0.0010238558410975735,1
7.0,1.3333333333333333,54705.751237767785,2297649.354088122,19551.333333333332,0.0003409768988151053,1
7.0,2.0,3567.4930209755544,90636736.65953928,554345.0,1.2627507762910725e-05,0
7.0,2.0,49014.120286596626,2058773.7895373856,186006.66666666666,3.5840945054039185e-05,1
6.333333333333333,1.6666666666666667,2.0248542869058275,320.44853617662375,863.0,0.007335907335907336,0
7.0,1.6666666666666667,45118.04896416088,1895017.9299723727,60300.666666666664,0.00011055648607264667,1
7.0,1.6666666666666667,1385.8450698872819,36125279.70414744,401065.6666666667,1.7453486458587863e-05,0
7.0,1.6666666666666667,176.56743063363007,7432.066377714311,4069.6666666666665,0.001638001638001638,1
7.0,2.0,67095.07792130565,2818000.9983014483,20538.0,0.00032459628337255537,1
6.666666666666667,1.6666666666666667,5.016558037396924,916.8151461040183,376.0,0.01771479185119575,0
7.0,1.6666666666666667,83558.10577715629,3509551.4240486873,60910.666666666664,0.00010944930581777786,1
7.0,1.6666666666666667,52627.5797097442,2210366.7892594268,19912.333333333332,0.00033479527269074963,1
7.0,1.6666666666666667,19806.401373534,831874.9579861509,7553.0,0.00088261253309797,1
7.0,1.6666666666666667,3003.5159046831973,76668836.2043055,516031.3333333333,1.3565058991857734e-05,0
7.0,1.3333333333333333,5162.269153168104,131944970.89948723,166488.33333333334,4.0042765673739554e-05,0
7.0,1.6666666666666667,39240.586095778475,1648119.412086672,77889.33333333333,8.559115672168752e-05,1
6.666666666666667,1.6666666666666667,4.981884666381488,844.6915897390459,2903.3333333333335,0.0022959476523935255,0
6.666666666666667,2.0,5.409757149940533,912.808259960685,2894.6666666666665,0.002302820955670697,0
7.0,1.6666666666666667,76614.51773685473,3217831.1589369397,77889.33333333333,8.559115672168752e-05,1
7.0,1.6666666666666667,84.55703097836545,3561.3924198471595,9972.0,0.0006685162282314403,1
7.0,1.6666666666666667,91475.80599178659,3842004.258260481,77889.33333333333,8.559115672168752e-05,1
6.666666666666667,1.6666666666666667,5.101974108170485,846.1185532479114,2902.0,0.0022970024118525324,0
7.0,1.3333333333333333,34890.87831268109,1465695.4648695537,56486.0,0.00011802264854625602,1
7.0,1.6666666666666667,42751.1057360652,1795553.6117832102,7553.0,0.00088261253309797,1
6.666666666666667,1.6666666666666667,3.9088681291680683,652.176550955103,161.0,0.04132231404958678,0
6.666666666666667,1.6666666666666667,279.97350493400137,6798007.829616564,54409.0,0.00012252799764746243,0
7.0,1.6666666666666667,53490.523672375224,2246691.2016739203,115841.66666666667,5.754965096136692e-05,1
7.0,1.6666666666666667,35970.80850520092,1510854.484909943,185697.33333333334,3.590064854521597e-05,1
7.0,1.6666666666666667,54439.83622129107,2286480.392291429,32632.666666666668,0.00020429217867393946,1
6.666666666666667,1.6666666666666667,5.373460373600927,902.6371651130515,4966.0,0.0013423719712732398,0
7.0,1.6666666666666667,5110.576202297639,130393685.28863192,586167.6666666666,1.1941968855345225e-05,0
6.666666666666667,1.6666666666666667,5.31146017421439,909.1890834399214,2589.6666666666665,0.002574002574002574,0
7.0,2.0,248.76207799740092,10453.578689838425,3791.0,0.0017583963425356075,1
7.0,2.0,38501.637809440814,1617082.4168974077,77889.33333333333,8.559115672168752e-05,1
7.0,1.3333333333333333,1750.819333129875,44800925.705442265,131720.66666666666,5.061202592347968e-05,0
6.666666666666667,1.6666666666666667,4.420269982306071,768.5199521473701,928.0,0.00718132854578097,0
7.0,1.6666666666666667,52142.10139128765,2189976.623099842,7553.0,0.00088261253309797,1
7.0,1.6666666666666667,32476.772638493178,1364032.382486851,6518.333333333333,0.0010227040294538761,1
6.666666666666667,1.6666666666666667,4.899259099071487,830.9994838029969,1419.3333333333333,0.0046959380136182205,0
6.666666666666667,1.6666666666666667,525.514370448316,12632586.416092291,110369.0,6.0403252111093664e-05,0
7.0,2.0,32766.783452143343,1376455.6956102261,56486.0,0.00011802264854625602,1
7.0,1.6666666666666667,5269.499760350178,134960769.84167996,264660.6666666667,2.6448929007296124e-05,0
6.666666666666667,1.6666666666666667,5.82655534077821,1011.3556010226072,539.3333333333334,0.012353304508956145,0
6.666666666666667,1.3333333333333333,5.0674699920320645,867.6485545226342,674.0,0.009886307464162136,0
6.666666666666667,1.6666666666666667,471.92693930166575,11314362.549218131,95730.0,6.964006532238127e-05,0
6.666666666666667,1.6666666666666667,5.266166549312765,899.1260580311799,2496.0,0.002670583522499666,0
6.666666666666667,1.6666666666666667,3.521543610628458,571.969448625156,1538.0,0.004333694474539545,0
7.0,1.6666666666666667,64470.186211769294,2707828.642123389,31112.0,0.00021427729624907594,1
7.0,2.0,50937.35519343016,2139447.834367466,115809.33333333333,5.756571846334071e-05,1
6.666666666666667,1.6666666666666667,476.0006825453054,11445749.451813167,95620.0,6.972017806533478e-05,0
7.0,1.6666666666666667,80032.94982128737,3361491.5389045086,60910.666666666664,0.00010944930581777786,1
7.0,1.6666666666666667,31463.919470643392,1321491.4879574997,19912.333333333332,0.00033479527269074963,1
7.0,1.6666666666666667,36990.1770151953,1553595.4371317732,6518.333333333333,0.0010227040294538761,1
